Number of test cases,30,,,40,,,50,,,60,,,70,,,80,,,90,,,,,
,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,ToASM,SamplingCA,Random,,,
at91sam7sek,0.9108464,0.9105162,0.9026793,0.9136471,0.9133583,0.9094705,0.9145777,0.9143987,0.912136,0.9148882,0.9148478,0.9134554,0.9150558,0.9150389,0.9141819,0.9151239,0.9151173,0.9146196,0.9151514,0.9151488,0.9148518,,,
at91sam7xek,0.920281,0.9202841,0.9124676,0.9236503,0.9233434,0.9189876,0.9246908,0.9245372,0.921974,0.9250823,0.9250406,0.9234585,0.9253014,0.9252738,0.9243283,0.9253869,0.9253772,0.9247885,0.9254288,0.9254264,0.925063,,,
atlas_mips32_4kc,0.9307783,0.9302393,0.9221302,0.9338852,0.9334754,0.9291143,0.934928,0.934746,0.9322466,0.9353137,0.9352369,0.9337743,0.9355143,0.9355112,0.9345741,0.9356152,0.935611,0.9350627,0.9356537,0.9356508,0.9353242,,,
atlas_mips64_5kc,0.9302885,0.9298477,0.9220656,0.9334665,0.9331594,0.9288879,0.9345542,0.9344084,0.9318354,0.9349641,0.934929,0.9333973,0.9351587,0.9351442,0.9342412,0.9352631,0.9352499,0.9347096,0.9353021,0.9352979,0.9349569,,,
axtls,0.9265983,0.9263726,0.9254288,0.927448,0.927248,0.9272366,0.927348,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,0.927248,,,
brutus,0.9202216,0.9196911,0.9118527,0.9227642,0.9224821,0.9186143,0.9236227,0.9234783,0.9211847,0.9239205,0.9239042,0.9226037,0.9240692,0.9240545,0.9232668,0.9241328,0.9241328,0.9236688,0.9241586,0.9241548,0.9238906,,,
buildroot,0.9747906,0.9748116,0.9747554,0.9748154,0.9748155,0.974816,0.9748127,0.9748117,0.974816,0.974816,0.974816,0.974816,0.9748157,0.974816,0.974816,0.974816,0.974816,0.974816,0.974816,0.974816,0.974816,,,
busybox_1_28_0,0.9868918,0.9868253,0.9851549,0.9874293,0.987326,0.9868817,0.9874902,0.9874259,0.9872865,0.9874357,0.9874429,0.9874056,0.987443,0.987443,0.9874399,0.987443,0.987443,0.987443,0.987443,0.987443,0.987443,,,
calm16_ceb,0.924209,0.9238279,0.9160386,0.9269706,0.9267015,0.9225892,0.9279128,0.9277505,0.9255096,0.9282103,0.9281744,0.926842,0.9283686,0.9283555,0.9275931,0.9284298,0.9284225,0.927957,0.9284542,0.928453,0.9281909,,,
calm32_ceb,0.9242468,0.9238455,0.9162745,0.9270722,0.9267763,0.9226186,0.9279272,0.927755,0.9254138,0.9282057,0.9281664,0.9268503,0.928368,0.9283484,0.927594,0.9284334,0.9284271,0.9279375,0.9284541,0.9284535,0.9281986,,,
ceb_v850,0.9278211,0.9272947,0.919274,0.9303307,0.9300723,0.9259745,0.9312376,0.9310882,0.9287245,0.9315422,0.9314971,0.9301584,0.9316838,0.9316695,0.9308843,0.931744,0.931737,0.9312696,0.931766,0.9317636,0.9315118,,,
cerf,0.9241729,0.9238003,0.9151628,0.9273963,0.9270624,0.9226047,0.9285094,0.9283247,0.9256615,0.9288864,0.9288582,0.9272157,0.9291261,0.9291163,0.92809,0.9292247,0.9292203,0.9285668,0.9292674,0.9292671,0.9288532,,,
cerfpda,0.9248016,0.9242981,0.9159202,0.9278186,0.9276182,0.9230352,0.9289764,0.9288192,0.9261254,0.9294191,0.9293757,0.9277287,0.929636,0.9296025,0.9285652,0.9297309,0.9297268,0.9290992,0.9297769,0.9297721,0.9293587,,,
cma230,0.9218286,0.9213851,0.9139621,0.9244798,0.9241683,0.920183,0.9253998,0.9252056,0.9229173,0.9256997,0.9256474,0.9243058,0.9258417,0.9258242,0.9250254,0.9258982,0.9258938,0.925426,0.9259231,0.925919,0.9256582,,,
cma28x,0.92621,0.925682,0.9180428,0.928766,0.9285108,0.9245049,0.9296088,0.9294584,0.9271275,0.9299014,0.9298688,0.9285732,0.9300417,0.9300356,0.9292637,0.9301023,0.9301001,0.9296519,0.9301266,0.9301239,0.9298748,,,
cme555,0.9284085,0.9280169,0.9200736,0.931173,0.9308954,0.9266335,0.9320858,0.9319082,0.9294782,0.9323433,0.9323226,0.930933,0.9325063,0.9324798,0.9316139,0.9325602,0.932553,0.9320595,0.9325807,0.9325795,0.9323138,,,
cq7708,0.9198,0.9195691,0.9117275,0.9229937,0.9226517,0.918422,0.9242369,0.9240213,0.921611,0.9246922,0.9246551,0.9231426,0.9249843,0.9249421,0.924015,0.9251303,0.9251043,0.924462,0.9251856,0.925178,0.92476,,,
cq7750,0.9138134,0.9135028,0.9051301,0.9165712,0.9163041,0.9121553,0.9174985,0.917341,0.9148506,0.9178121,0.9177664,0.9163691,0.917994,0.9179685,0.9170853,0.918062,0.9180524,0.9175398,0.9180915,0.9180889,0.9177727,,,
csb281,0.9405374,0.9399888,0.9320247,0.9437717,0.9434649,0.9389452,0.9449534,0.9447799,0.9421093,0.9453617,0.9453587,0.9437428,0.9456198,0.9456016,0.944618,0.9457289,0.9457267,0.9451259,0.9457789,0.9457784,0.9454306,,,
dreamcast,0.9232097,0.9228459,0.9146288,0.9262744,0.9259937,0.9216673,0.9274697,0.9273243,0.9247742,0.9279068,0.9278584,0.9263266,0.9281447,0.9281234,0.9271509,0.928253,0.9282579,0.9276367,0.9283132,0.9283052,0.927921,,,
e7t,0.9304445,0.9308743,0.9223474,0.9341532,0.9340083,0.9292005,0.935359,0.9352416,0.9325447,0.9358174,0.9357868,0.9341459,0.9360325,0.9360054,0.935037,0.936122,0.9361117,0.9355061,0.936162,0.9361575,0.9357978,,,
ea2468,0.8815953,0.8812842,0.8740338,0.8842296,0.8839637,0.8799646,0.8851787,0.8850443,0.882881,0.8854983,0.8854972,0.8841756,0.8857014,0.8856853,0.8848882,0.8857811,0.88578,0.8852734,0.8858165,0.885816,0.8855031,,,
eb40a,0.9217336,0.9212604,0.9133011,0.9245129,0.9242079,0.9199729,0.9254575,0.9252639,0.9229027,0.9257475,0.9257133,0.9243457,0.9259225,0.9259139,0.9250438,0.9259877,0.9259793,0.9254876,0.9260147,0.9260114,0.9257171,,,
eb40,0.9217412,0.9212854,0.9133864,0.9244654,0.9241268,0.9199645,0.9254258,0.9252038,0.9228895,0.9257175,0.9256851,0.9243065,0.9258773,0.9258644,0.9250237,0.9259484,0.9259425,0.9254289,0.9259726,0.9259706,0.9256643,,,
eb42,0.921504,0.9209999,0.9132394,0.9241745,0.9238933,0.91985,0.9250869,0.9249106,0.9226413,0.9253582,0.9253204,0.9239715,0.9255096,0.9254975,0.9246954,0.9255763,0.9255658,0.9251075,0.925598,0.9255944,0.9253131,,,
eb55,0.91807,0.9176617,0.9098194,0.9207492,0.9204494,0.916301,0.9216735,0.921488,0.9191707,0.9219649,0.921935,0.9205492,0.9221427,0.9221307,0.9212993,0.9222146,0.9222106,0.9217294,0.9222401,0.922236,0.9219467,,,
ebsa285,0.9400958,0.9395258,0.9309617,0.9433366,0.9430688,0.9383593,0.9445711,0.9443597,0.9415787,0.9450585,0.9450139,0.9432951,0.9453009,0.9452816,0.9442451,0.945431,0.9454268,0.9447576,0.9454823,0.9454772,0.9450832,,,
ec555,0.9285957,0.9281248,0.9198409,0.9312287,0.9309419,0.9267379,0.9320954,0.9319266,0.9295724,0.9323821,0.9323406,0.9310149,0.9325357,0.9325256,0.9317465,0.9325962,0.9325862,0.9321126,0.9326185,0.9326179,0.9323502,,,
ecos-icse11,0.9362851,0.9357399,0.9278675,0.9392714,0.9389389,0.9345437,0.940283,0.9401529,0.9375652,0.9406751,0.94065,0.9391461,0.9408894,0.9408705,0.9399478,0.9409769,0.9409694,0.9404471,0.9410182,0.9410105,0.9406884,,,
edb7xxx,0.9244821,0.9239694,0.9161393,0.9275137,0.927218,0.9227983,0.9284925,0.928387,0.9258573,0.9289354,0.9288801,0.9273964,0.9291294,0.9291172,0.9282107,0.9292228,0.9292173,0.9286823,0.9292596,0.9292578,0.9289066,,,
edosk2674,0.9307056,0.9302961,0.9223769,0.9336673,0.9333898,0.9291353,0.9347256,0.9345612,0.9320881,0.9350892,0.935049,0.9336014,0.9352834,0.9352732,0.934394,0.9353707,0.935363,0.9348163,0.9354029,0.9354012,0.9350855,,,
excalibur_arm9,0.9197266,0.9193059,0.9108329,0.922996,0.9226721,0.9181754,0.9243467,0.9241636,0.9214468,0.9248676,0.9247961,0.9231192,0.9251647,0.9251231,0.9240211,0.9253057,0.9252817,0.9245352,0.9253767,0.9253608,0.9248889,,,
fads,0.9255789,0.9252245,0.9176364,0.9281018,0.9278738,0.9239626,0.9289463,0.928807,0.9266801,0.9292077,0.9291885,0.9279264,0.9293471,0.9293372,0.9286203,0.9294055,0.929401,0.9289929,0.9294275,0.9294262,0.9291887,,,
flexanet,0.9310969,0.9305536,0.922224,0.9342433,0.9338924,0.9293229,0.9353565,0.9351307,0.9325282,0.9357628,0.9357097,0.9341038,0.93599,0.9359721,0.9349942,0.936093,0.9360879,0.9354518,0.9361385,0.9361367,0.9357507,,,
freebsd-icse11,0.9630352,0.9631318,0.9539495,0.9653632,0.9653375,0.9606803,0.9661548,0.9661468,0.9634846,0.9664456,0.9665064,0.9648886,0.9666368,0.9666647,0.9656418,0.9667247,0.9667413,0.9660827,0.9667737,0.9667842,0.9663177,,,
frv400,0.9348637,0.9344713,0.926323,0.9379224,0.9375197,0.9330822,0.9389544,0.9387778,0.9361905,0.9393044,0.9392616,0.9378008,0.9394979,0.9394861,0.9385412,0.9395798,0.939579,0.9390362,0.9396211,0.9396198,0.9392974,,,
gps4020,0.9201832,0.9196955,0.9116531,0.9227955,0.9225219,0.918448,0.9237427,0.9236087,0.9213189,0.9240631,0.9240239,0.9226747,0.9242264,0.9242094,0.9233885,0.9242897,0.9242842,0.9237868,0.9243155,0.9243126,0.9240333,,,
grg,0.929231,0.9287528,0.9203801,0.9321008,0.9318778,0.9274798,0.9331355,0.9329497,0.9304627,0.9334986,0.9334689,0.9320066,0.9336834,0.9336744,0.9327526,0.9337697,0.9337626,0.9332394,0.933804,0.9338048,0.9334956,,,
h8300h_sim,0.9203605,0.9197908,0.9124986,0.9229075,0.922616,0.9186698,0.9237152,0.923595,0.9213239,0.9239811,0.9239725,0.9227209,0.9241316,0.924135,0.9234138,0.9241916,0.9241882,0.9237978,0.9242137,0.9242127,0.9239841,,,
h8max,0.9310978,0.9306127,0.9226191,0.9340058,0.9337218,0.9294129,0.9350829,0.93493,0.9324712,0.9354763,0.9354474,0.9339679,0.9356923,0.9356882,0.9347922,0.9357831,0.9357751,0.9352395,0.9358229,0.93582,0.9354904,,,
h8s_sim,0.9203683,0.9199397,0.9126277,0.9229728,0.9227528,0.9187705,0.9238044,0.9236618,0.9215755,0.9240674,0.9240323,0.9227996,0.9242099,0.9241996,0.9234842,0.9242612,0.9242536,0.9238588,0.9242826,0.9242798,0.9240457,,,
hs7729pci,0.9284859,0.9282623,0.919235,0.9325115,0.9321033,0.9273724,0.9340739,0.9337944,0.9307926,0.9347502,0.9346197,0.9327027,0.9351391,0.9350954,0.9337673,0.9353698,0.9353241,0.9344598,0.9354795,0.9354609,0.9348591,,,
innovator,0.9293007,0.9288662,0.9201371,0.9331016,0.9327645,0.9278742,0.9346848,0.9344183,0.9315117,0.9353495,0.9352736,0.9332766,0.9357811,0.9357088,0.9344062,0.9359786,0.9359567,0.9350685,0.9361086,0.9360752,0.9354698,,,
integrator_arm7,0.9286991,0.9281887,0.9198117,0.9316906,0.9313757,0.9267575,0.9327885,0.9326074,0.9300258,0.9331598,0.9331428,0.9315841,0.9333729,0.9333625,0.9323976,0.9334747,0.9334663,0.9328775,0.9335097,0.9335084,0.9331386,,,
integrator_arm9,0.9289722,0.9283347,0.9197476,0.9323094,0.9319792,0.927321,0.9336615,0.9335227,0.9305955,0.9342132,0.9341608,0.9324045,0.9345247,0.9344778,0.9333668,0.9346718,0.9346437,0.9339326,0.9347387,0.9347266,0.934251,,,
ipaq,0.9118971,0.9114669,0.9038916,0.9146384,0.9143244,0.9103253,0.9155562,0.9154253,0.9129971,0.9158823,0.9158525,0.914492,0.9160441,0.9160462,0.9151912,0.9161239,0.9161211,0.915614,0.9161481,0.9161468,0.9158655,,,
iq80310,0.9313238,0.9308795,0.9226633,0.9344113,0.9341027,0.9296857,0.9353945,0.9352591,0.9327327,0.9357735,0.935742,0.9342264,0.9359631,0.9359537,0.9350639,0.9360454,0.9360391,0.9355096,0.9360809,0.9360796,0.9357537,,,
iq80321,0.9312868,0.9307502,0.9226653,0.9343328,0.9340426,0.9297525,0.9353076,0.9351406,0.9326186,0.9356353,0.9356378,0.9341547,0.9358623,0.9358427,0.9349605,0.9359351,0.9359324,0.9353687,0.9359672,0.9359683,0.9356366,,,
ixdp425,0.9295435,0.9291363,0.9207827,0.9324192,0.9321215,0.9279749,0.9334574,0.9333156,0.9308763,0.9338226,0.9337707,0.9323158,0.9340041,0.9339895,0.9331256,0.9340883,0.9340813,0.9335317,0.934122,0.9341196,0.9338023,,,
jmr3904,0.9232807,0.9227775,0.9152433,0.9259534,0.9256757,0.9215781,0.9268406,0.926702,0.9244512,0.9271534,0.9271314,0.9257876,0.9273153,0.9273109,0.9265007,0.9273857,0.9273821,0.9268972,0.9274086,0.9274039,0.9271328,,,
jtst,0.921703,0.9212853,0.9135603,0.9244853,0.9242608,0.9201448,0.9254351,0.9252624,0.9228707,0.9257513,0.9257193,0.9243449,0.9259104,0.9258957,0.9250701,0.9259846,0.9259757,0.9255083,0.92601,0.9260067,0.925733,,,
linux,0.9167973,0.9164018,0.9084648,0.9201467,0.9199207,0.9153892,0.9213869,0.9212841,0.9187282,0.9218924,0.9218841,0.9203108,0.922168,0.9221494,0.9211777,0.9223017,0.9222911,0.9217011,0.9223563,0.9223564,0.9219644,,,
lpcmt,0.9221883,0.9217087,0.914117,0.9249099,0.9245841,0.9204996,0.9258034,0.9256172,0.9233562,0.9260871,0.9260634,0.9246978,0.926255,0.9262471,0.9254455,0.9263235,0.9263142,0.9258598,0.9263496,0.9263443,0.9260602,,,
m5272c3,0.9320632,0.9315623,0.9237686,0.9351122,0.9346723,0.930324,0.9361589,0.935952,0.9333774,0.9365144,0.9364754,0.9348918,0.9367445,0.9367266,0.9357096,0.9368397,0.9368401,0.9362118,0.9368873,0.9368821,0.9364961,,,
mac7100evb,0.9219728,0.9216457,0.9140849,0.9245147,0.9242412,0.9204,0.9253856,0.9252602,0.923053,0.9256534,0.9256304,0.9243801,0.9258033,0.9257897,0.9250227,0.9258629,0.9258583,0.9254255,0.925885,0.925885,0.9256266,,,
mace1,0.9219778,0.9214896,0.913758,0.9244807,0.9242129,0.920441,0.9253838,0.925232,0.9230398,0.9256599,0.9256395,0.9243324,0.9258094,0.9257952,0.9250092,0.925863,0.925858,0.925426,0.9258867,0.9258842,0.9256258,,,
malta_mips32_4kc,0.9306422,0.9301968,0.921504,0.9337614,0.933373,0.9290447,0.9348006,0.9346266,0.9320583,0.9351949,0.9351536,0.9335991,0.9354122,0.9353984,0.9344525,0.9355022,0.9354988,0.9349062,0.9355462,0.9355421,0.9352,,,
malta_mips64_5kc,0.9305841,0.9302062,0.9217668,0.9337059,0.9334108,0.9288119,0.9347952,0.9346523,0.9320955,0.9352121,0.9351735,0.9336363,0.9354378,0.9354169,0.9344775,0.935528,0.9355221,0.9348978,0.9355707,0.9355687,0.9352192,,,
mb93091,0.9331671,0.9326329,0.9246247,0.936132,0.9357766,0.9313916,0.9371331,0.9369557,0.9344821,0.937489,0.9374416,0.9359143,0.9376688,0.9376531,0.93675,0.9377545,0.9377484,0.9371771,0.9377913,0.9377881,0.9374848,,,
mb93093,0.9346878,0.9342593,0.925788,0.9375531,0.9372196,0.932829,0.9385892,0.938434,0.9359535,0.938952,0.9389274,0.9374192,0.9391416,0.9391123,0.9382196,0.9392241,0.9392106,0.9386467,0.9392569,0.9392533,0.9389206,,,
mbx,0.9359717,0.9356172,0.9272172,0.938878,0.9385515,0.9342345,0.9399016,0.9397467,0.937249,0.9402878,0.9402436,0.9387311,0.9404908,0.9404661,0.9395155,0.9405661,0.9405632,0.940006,0.9406004,0.9405973,0.9402659,,,
mcb2100,0.9222742,0.9217678,0.9141232,0.9248683,0.9246109,0.9205677,0.925818,0.9256409,0.9233077,0.9260863,0.9260587,0.9247239,0.9262531,0.9262412,0.9254653,0.9263227,0.9263121,0.9258406,0.9263482,0.9263434,0.9260573,,,
moab,0.9343235,0.9338262,0.9252865,0.9374628,0.9371779,0.9324163,0.9386125,0.9384069,0.9356226,0.9390357,0.9389836,0.937332,0.9392788,0.939246,0.9382319,0.9393855,0.9393708,0.9386885,0.9394319,0.9394244,0.9390104,,,
mpc50,0.9210155,0.9204917,0.9130453,0.9235734,0.9232997,0.9193563,0.9244667,0.9243521,0.9221182,0.9247496,0.9247275,0.9234019,0.9248973,0.9248869,0.9241524,0.924958,0.9249533,0.924508,0.9249796,0.9249775,0.9247183,,,
nano,0.9376552,0.9370799,0.9286907,0.9409777,0.9406913,0.9359154,0.9422023,0.942031,0.9391901,0.942685,0.9426707,0.9409883,0.9429875,0.9429638,0.9418739,0.9430943,0.9430925,0.9424198,0.9431585,0.943151,0.9427405,,,
npwr,0.931625,0.9311583,0.9228571,0.9344613,0.9341618,0.929742,0.9355066,0.9353572,0.9328459,0.9358984,0.9358455,0.9343206,0.936083,0.9360584,0.9351463,0.9361535,0.9361525,0.9356246,0.9361919,0.9361891,0.9358467,,,
ocelot,0.9275208,0.9270441,0.9191541,0.9305793,0.9301684,0.9258129,0.931563,0.9314226,0.9290764,0.9319428,0.9319193,0.9303901,0.9321529,0.9321439,0.9311933,0.932239,0.9322329,0.9316854,0.9322794,0.9322772,0.9319529,,,
olpce2294,0.9316689,0.9311165,0.9228284,0.9346384,0.9343351,0.9298627,0.9357652,0.9355428,0.9329893,0.9361603,0.9360888,0.9344852,0.9363764,0.93636,0.9353892,0.9364802,0.9364653,0.935869,0.936522,0.9365149,0.936152,,,
olpch2294,0.9227939,0.9222939,0.9143776,0.9255915,0.9251905,0.9211749,0.9264671,0.9262544,0.9239141,0.9267453,0.9266963,0.9253562,0.9269029,0.9268917,0.9260826,0.926967,0.9269627,0.9264692,0.9269957,0.92699,0.9267071,,,
olpcl2294,0.931759,0.930941,0.923147,0.9346959,0.934284,0.9297802,0.9357512,0.9355782,0.9330015,0.9361847,0.936145,0.9345394,0.9363947,0.9363645,0.9354041,0.9364839,0.9364772,0.9358785,0.9365262,0.9365209,0.9361604,,,
p2106,0.9221862,0.9216936,0.9138769,0.924898,0.9246526,0.9204455,0.9257952,0.925621,0.9233421,0.9260911,0.926055,0.9247004,0.9262653,0.9262378,0.9254318,0.9263233,0.9263189,0.9258371,0.9263492,0.9263457,0.9260549,,,
pati,0.9279226,0.9274446,0.9191264,0.9306906,0.9302323,0.926247,0.9315285,0.9313674,0.9290081,0.931798,0.9317629,0.9303592,0.9319549,0.9319404,0.9311023,0.9320156,0.9320103,0.9315138,0.9320391,0.9320352,0.9317627,,,
pc_i82544,0.9348227,0.9343055,0.9259427,0.9379589,0.9376528,0.9330535,0.9391394,0.9389849,0.9362747,0.9395475,0.9394965,0.9379063,0.9397708,0.9397507,0.9387449,0.9398802,0.9398691,0.9392262,0.939924,0.9399205,0.9395755,,,
pc_i82559,0.9347835,0.9343226,0.925917,0.938004,0.9376427,0.933117,0.9391138,0.9389335,0.9362274,0.9395671,0.9395052,0.9379525,0.9397833,0.9397633,0.9387351,0.9398813,0.9398713,0.9392678,0.9399262,0.939922,0.9395619,,,
pc_rltk8139,0.9435681,0.9430126,0.9342593,0.9469836,0.9466802,0.9418223,0.9482918,0.9480877,0.9453246,0.948815,0.9487618,0.9469723,0.9490879,0.9490574,0.9479636,0.9492174,0.949206,0.9485188,0.949277,0.9492722,0.9488286,,,
pc_usb_d12,0.9269938,0.9264149,0.9185544,0.9296944,0.9294331,0.9250314,0.9306795,0.930491,0.9280303,0.9310176,0.930974,0.9295237,0.9311997,0.9311813,0.9302739,0.9312751,0.9312637,0.9307225,0.9313043,0.9313004,0.9309814,,,
pc_vmWare,0.9353406,0.9346428,0.9263992,0.9383655,0.9380211,0.9336433,0.9394201,0.9392575,0.936618,0.9398199,0.9397753,0.9382084,0.9400396,0.9400302,0.9390825,0.9401403,0.9401286,0.9395548,0.94018,0.9401751,0.9398345,,,
phycore229x,0.9024206,0.9019552,0.8941684,0.9052751,0.904984,0.9008643,0.9063538,0.9062058,0.9037893,0.9067066,0.9066694,0.9052133,0.9069223,0.9069163,0.9059913,0.907021,0.9070104,0.9064644,0.9070594,0.9070571,0.9067048,,,
phycore,0.9231672,0.9226552,0.9147178,0.9258616,0.9255897,0.9212811,0.9268439,0.9266472,0.9242341,0.9271351,0.9270953,0.9256322,0.9273025,0.9272851,0.92644,0.9273705,0.9273665,0.9268593,0.9273979,0.9273936,0.9271163,,,
picasso,0.9236731,0.9231952,0.9153617,0.9264517,0.9262006,0.9220215,0.9274541,0.9273375,0.924931,0.9278331,0.9278075,0.9263727,0.9280265,0.928016,0.9271118,0.9281118,0.928106,0.927586,0.9281433,0.9281443,0.9278323,,,
pid,0.9195803,0.9191848,0.9113821,0.9221841,0.9219396,0.9177672,0.9230707,0.9229273,0.9205777,0.9233729,0.9233368,0.9219554,0.9235315,0.9235112,0.9226863,0.9235977,0.9235915,0.9231038,0.9236202,0.923615,0.9233287,,,
prpmc1100,0.9205079,0.9201592,0.9123128,0.9231711,0.9229117,0.9189299,0.9240166,0.9239035,0.9216368,0.9243324,0.9242964,0.9229119,0.9244695,0.9244672,0.9236589,0.9245343,0.9245293,0.9240655,0.924558,0.9245544,0.9242945,,,
psim,0.925957,0.9255982,0.9177932,0.9285561,0.9282477,0.9243739,0.9293792,0.9292069,0.9270452,0.9296139,0.929589,0.9283573,0.9297634,0.9297521,0.9290436,0.9298222,0.9298173,0.9293843,0.9298427,0.9298413,0.929607,,,
rattler,0.9464155,0.9458663,0.9374639,0.9497845,0.9493459,0.9445392,0.9508983,0.9507893,0.9479396,0.9514034,0.951363,0.9497139,0.9516581,0.9516456,0.9505688,0.9517782,0.9517722,0.951094,0.9518356,0.9518291,0.9514249,,,
ref4955,0.9243929,0.9240561,0.9160088,0.927093,0.9267627,0.9227075,0.927969,0.9278547,0.9255594,0.9283013,0.928278,0.9268726,0.9284537,0.9284381,0.927587,0.9285134,0.9285111,0.9280137,0.928539,0.9285386,0.9282612,,,
refidt334,0.9424878,0.9421676,0.9335829,0.9459149,0.9455468,0.9407865,0.9471355,0.9469568,0.9441417,0.947611,0.9475736,0.9459058,0.9478654,0.947825,0.9468069,0.9479785,0.9479801,0.9473279,0.9480329,0.9480309,0.9476293,,,
sa1100mm,0.9208471,0.9205523,0.9128864,0.9236444,0.9232512,0.9191608,0.9244335,0.9243181,0.9219624,0.9247277,0.9247256,0.923366,0.9248904,0.9248773,0.9240962,0.92495,0.9249468,0.9244804,0.9249754,0.9249727,0.924696,,,
sam7ex256,0.9121774,0.9116734,0.9038243,0.9151994,0.9147938,0.9105983,0.9161556,0.9159958,0.9135355,0.9165669,0.9165403,0.9149994,0.9167828,0.9167653,0.9158381,0.9168764,0.9168694,0.9163088,0.9169158,0.9169116,0.9165668,,,
se7751,0.9232993,0.9228138,0.9145837,0.9266677,0.9263764,0.9217467,0.927885,0.9276807,0.9250241,0.9283481,0.9283219,0.9266544,0.928627,0.9286031,0.9275512,0.9287508,0.9287406,0.9280558,0.928809,0.9288028,0.9283697,,,
sh4_202_md,0.9286306,0.9281103,0.9196465,0.9317542,0.9314181,0.9269092,0.9329662,0.9328117,0.930181,0.9334219,0.9333754,0.9317542,0.9336927,0.9336671,0.9325665,0.9338158,0.9338053,0.9331237,0.9338737,0.9338719,0.9334651,,,
sh7708,0.9187162,0.9184963,0.91032,0.9221566,0.9219117,0.9175193,0.9234671,0.9232844,0.920677,0.9239942,0.9239535,0.9222608,0.9243275,0.9242794,0.9232067,0.9244716,0.9244385,0.9237648,0.9245402,0.9245232,0.9240844,,,
skmb91302,0.9269217,0.9266504,0.9188133,0.9296281,0.9293302,0.9251765,0.9305298,0.9303654,0.928006,0.9308356,0.9308064,0.9294387,0.9309886,0.9309777,0.9301326,0.9310563,0.9310503,0.9305673,0.931078,0.9310752,0.9307997,,,
sleb,0.9266957,0.9262313,0.9186242,0.9293349,0.9290444,0.9251302,0.930185,0.9300357,0.9277961,0.9304544,0.9304227,0.9291432,0.9306028,0.9305939,0.9298151,0.9306621,0.9306573,0.930219,0.9306823,0.9306804,0.9304298,,,
